Pubchem ID, InChi, InChiKey, Canonical Smiles, Isomeric Smiles
10,InChI=1S/C20H23N7O7/c21-20-25-16-15(18(32)26-20)23-11(7-22-16)8-27(9-28)12-3-1-10(2-4-12)17(31)24-13(19(33)34)5-6-14(29)30/h1-4_9_11_13_23H_5-8H2_(H_24_31)(H_29_30)(H_33_34)(H4_21_22_25_26_32),AUFGTPPARQZWDO-UHFFFAOYSA-N,C1C(NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,C1C(NC2=C(N1)NC(=NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
19,InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3_8-9H_(H_10_11),GLDQAMYCGOIJDV-UHFFFAOYSA-N,C1=CC(=C(C(=C1)O)O)C(=O)O,C1=CC(=C(C(=C1)O)O)C(=O)O
22,InChI=1S/C5H8O4/c1-3(6)5(2_9)4(7)8/h9H_1-2H3_(H_7_8),NMDWGEGFJUBKLB-UHFFFAOYSA-N,CC(=O)C(C)(C(=O)O)O,CC(=O)C(C)(C(=O)O)O
29,InChI=1S/C3H5NO3/c4-2(1-5)3(6)7/h1-2H_4H2_(H_6_7),XMTCKNXTTXDPJX-UHFFFAOYSA-N,C(=O)C(C(=O)O)N,C(=O)C(C(=O)O)N
36,InChI=1S/C7H12O5/c1-3(2)4(6(9)10)5(8)7(11)12/h3-5_8H_1-2H3_(H_9_10)(H_11_12),RNQHMTFBUSSBJQ-UHFFFAOYSA-N,CC(C)C(C(C(=O)O)O)C(=O)O,CC(C)C(C(C(=O)O)O)C(=O)O
38,InChI=1S/C6H10O4/c1-6(2_3-7)4(8)5(9)10/h7H_3H2_1-2H3_(H_9_10),PKVVTUWHANFMQC-UHFFFAOYSA-N,CC(C)(CO)C(=O)C(=O)O,CC(C)(CO)C(=O)C(=O)O
40,InChI=1S/C6H12O5/c7-2-4-6(10)3(8)1-5(9)11-4/h3-10H_1-2H2,PMMURAAUARKVCB-UHFFFAOYSA-N,C1C(C(C(OC1O)CO)O)O,C1C(C(C(OC1O)CO)O)O
43,InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3_6H_1-2H2_(H_7_8)(H_9_10),HWXBTNAVRSUOJR-UHFFFAOYSA-N,C(CC(=O)O)C(C(=O)O)O,C(CC(=O)O)C(C(=O)O)O
45,InChI=1S/C3H4O5/c4-1(2(5)6)3(7)8/h1_4H_(H_5_6)(H_7_8),ROBFUDYVXSDBQM-UHFFFAOYSA-N,C(C(=O)O)(C(=O)O)O,C(C(=O)O)(C(=O)O)O
46,InChI=1S/C6H11O9P/c7-3(1-4(8)6(10)11)5(9)2-15-16(12_13)14/h3_5_7_9H_1-2H2_(H_10_11)(H2_12_13_14),OVPRPPOVAXRCED-UHFFFAOYSA-N,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
47,InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H_3H2_1-2H3_(H_8_9),JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(=O)C(=O)O,CCC(C)C(=O)C(=O)O
48,InChI=1S/C5H7NO4/c6-4(8)2-1-3(7)5(9)10/h1-2H2_(H2_6_8)(H_9_10),COJBGNAUUSNXHX-UHFFFAOYSA-N,C(CC(=O)N)C(=O)C(=O)O,C(CC(=O)N)C(=O)C(=O)O
49,InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H_1-2H3_(H_7_8),QHKABHOOEWYVLI-UHFFFAOYSA-N,CC(C)C(=O)C(=O)O,CC(C)C(=O)C(=O)O
50,InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-4_7-10H_1H2_(H_12_13),VBUYCZFBVCCYFD-UHFFFAOYSA-N,C(C(C(C(C(=O)C(=O)O)O)O)O)O,C(C(C(C(C(=O)C(=O)O)O)O)O)O
51,InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2_(H_7_8)(H_9_10),KPGXRSRHYNQIFN-UHFFFAOYSA-N,C(CC(=O)O)C(=O)C(=O)O,C(CC(=O)O)C(=O)C(=O)O
53,InChI=1S/C26H42N7O18P3S/c1-13(14(2)34)25(39)55-8-7-28-16(35)5-6-29-23(38)20(37)26(3_4)10-48-54(45_46)51-53(43_44)47-9-15-19(50-52(40_41)42)18(36)24(49-15)33-12-32-17-21(27)30-11-31-22(17)33/h11-13_15_18-20_24_36-37H_5-10H2_1-4H3_(H_28_35)(H_29_38)(H_43_44)(H_45_46)(H2_27_30_31)(H2_40_41_42),NHNODHRSCRALBF-UHFFFAOYSA-N,CC(C(=O)C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(C(=O)C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
58,InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2_1H3_(H_6_7),TYEYBOSBBBHJIV-UHFFFAOYSA-N,CCC(=O)C(=O)O,CCC(=O)C(=O)O
59,InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7_8)9/h2_4H_1H2_(H_5_6)(H2_7_8_9),GXIURPTVHJPJLF-UHFFFAOYSA-N,C(C(C(=O)O)OP(=O)(O)O)O,C(C(C(=O)O)OP(=O)(O)O)O
61,InChI=1S/C3H8O10P2/c4-3(5)2(13-15(9_10)11)1-12-14(6_7)8/h2H_1H2_(H_4_5)(H2_6_7_8)(H2_9_10_11),XOHUEYCVLUUEJJ-UHFFFAOYSA-N,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
73,InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20_21)22)4(24-10)1-23-26(17_18)19/h2-4_6-7_10_16H_1H2_(H2_11_12_13)(H2_17_18_19)(H2_20_21_22),WHTCPDAXWFLDIH-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O
74,InChI=1S/C25H40N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2_3)10-47-53(44_45)50-52(42_43)46-9-14-19(49-51(39_40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-12_14_18-20_24_36-37H_4-10H2_1-3H3_(H_27_34)(H_28_38)(H_42_43)(H_44_45)(H2_26_29_30)(H2_39_40_41),OJFDKHTZOUZBOS-UHFFFAOYSA-N,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
77,InChI=1S/C7H12O5/c1-4(2)7(12_6(10)11)3-5(8)9/h4_12H_3H2_1-2H3_(H_8_9)(H_10_11),BITYXLXUCSKTJS-UHFFFAOYSA-N,CC(C)C(CC(=O)O)(C(=O)O)O,CC(C)C(CC(=O)O)(C(=O)O)O
80,InChI=1S/C7H8O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1_5-6_9-10H_2H2_(H_11_12),SLWWJZMPHJJOPH-UHFFFAOYSA-N,C1C(C(C(=O)C=C1C(=O)O)O)O,C1C(C(C(=O)C=C1C(=O)O)O)O
81,InChI=1S/C7H13O10P/c8-3(1-4(9)7(12)13)6(11)5(10)2-17-18(14_15)16/h3_5-6_8_10-11H_1-2H2_(H_12_13)(H2_14_15_16),PJWIPEXIFFQAQZ-UHFFFAOYSA-N,C(C(C(C(COP(=O)(O)O)O)O)O)C(=O)C(=O)O,C(C(C(C(COP(=O)(O)O)O)O)O)C(=O)C(=O)O
82,InChI=1S/C10H13O10P/c1-4(9(12)13)19-6-2-5(10(14)15)3-7(8(6)11)20-21(16_17)18/h3_6-8_11H_1-2H2_(H_12_13)(H_14_15)(H2_16_17_18),QUTYKIXIUDQOLK-UHFFFAOYSA-N,C=C(C(=O)O)OC1CC(=CC(C1O)OP(=O)(O)O)C(=O)O,C=C(C(=O)O)OC1CC(=CC(C1O)OP(=O)(O)O)C(=O)O
90,InChI=1S/C27H44N7O20P3S/c1-27(2_22(41)25(42)30-6-5-16(36)29-7-8-58-18(39)9-14(35)3-4-17(37)38)11-51-57(48_49)54-56(46_47)50-10-15-21(53-55(43_44)45)20(40)26(52-15)34-13-33-19-23(28)31-12-32-24(19)34/h12-15_20-22_26_35_40-41H_3-11H2_1-2H3_(H_29_36)(H_30_42)(H_37_38)(H_46_47)(H_48_49)(H2_28_31_32)(H2_43_44_45),OTEACGAEDCIMBS-UHFFFAOYSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CCC(=O)O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CCC(=O)O)O)O
94,InChI=1S/C27H42N7O20P3S/c1-27(2_22(41)25(42)30-6-5-16(36)29-7-8-58-18(39)9-14(35)3-4-17(37)38)11-51-57(48_49)54-56(46_47)50-10-15-21(53-55(43_44)45)20(40)26(52-15)34-13-33-19-23(28)31-12-32-24(19)34/h12-13_15_20-22_26_40-41H_3-11H2_1-2H3_(H_29_36)(H_30_42)(H_37_38)(H_46_47)(H_48_49)(H2_28_31_32)(H2_43_44_45),VKKKAAPGXHWXOO-UHFFFAOYSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O)O
95,InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3_5_7-9_11H_1H2_(H_12_13),WTAHRPBPWHCMHW-UHFFFAOYSA-N,C(C(C(C(=O)C(C(=O)O)O)O)O)O,C(C(C(C(=O)C(C(=O)O)O)O)O)O
96,InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2_1H3_(H_6_7),WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(=O)O,CC(=O)CC(=O)O
98,InChI=1S/C3H4O3S/c4-2(1-7)3(5)6/h7H_1H2_(H_5_6),OJOLFAIGOXZBCI-UHFFFAOYSA-N,C(C(=O)C(=O)O)S,C(C(=O)C(=O)O)S
105,InChI=1S/C3H5O7P/c4-2(3(5)6)1-10-11(7_8)9/h1H2_(H_5_6)(H2_7_8_9),LFLUCDOSQPJJBE-UHFFFAOYSA-N,C(C(=O)C(=O)O)OP(=O)(O)O,C(C(=O)C(=O)O)OP(=O)(O)O
106,InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7_8)9/h2H_1_4H2_(H_5_6)(H2_7_8_9),BZQFBWGGLXLEPQ-UHFFFAOYSA-N,C(C(C(=O)O)N)OP(=O)(O)O,C(C(C(=O)O)N)OP(=O)(O)O
111,InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2_(H_7_8)(H3_5_6_9),JSJWCHRYRHKBBW-UHFFFAOYSA-N,C(CNC(=O)N)C(=O)O,C(CNC(=O)N)C(=O)O
119,InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3_5H2_(H_6_7),BTCSSZJGUNDROE-UHFFFAOYSA-N,C(CC(=O)O)CN,C(CC(=O)O)CN
123,InChI=1S/C5H12N4O/c6-4(10)2-1-3-9-5(7)8/h1-3H2_(H2_6_10)(H4_7_8_9),YHVFECVVGNXFKO-UHFFFAOYSA-N,C(CC(=O)N)CN=C(N)N,C(CC(=O)N)CN=C(N)N
124,InChI=1S/C5H8O4/c1-3(6)2-4(7)5(8)9/h3_6H_2H2_1H3_(H_8_9),HFKQINMYQUXOCH-UHFFFAOYSA-N,CC(CC(=O)C(=O)O)O,CC(CC(=O)C(=O)O)O
130,InChI=1S/C7H8O8/c8-3(5(11)12)1-7(15_6(13)14)2-4(9)10/h15H_1-2H2_(H_9_10)(H_11_12)(H_13_14),RQMCNDRMPZBEOD-UHFFFAOYSA-N,C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O,C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O
149,InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5_7-8_11_17-18H_2H2_1H3_(H2_12_13_14),WUUGFSXJNOTRMR-UHFFFAOYSA-N,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O
150,InChI=1S/C5H12NO7P/c6-5-4(8)3(7)2(13-5)1-12-14(9_10)11/h2-5_7-8H_1_6H2_(H2_9_10_11),SKCBPEVYGOQGJN-UHFFFAOYSA-N,C(C1C(C(C(O1)N)O)O)OP(=O)(O)O,C(C1C(C(C(O1)N)O)O)OP(=O)(O)O
151,InChI=1S/C8H15N2O9P/c11-3-9-1-5(12)10-8-7(14)6(13)4(19-8)2-18-20(15_16)17/h3-4_6-8_13-14H_1-2H2_(H_9_11)(H_10_12)(H2_15_16_17),VDXLUNDMVKSKHO-UHFFFAOYSA-N,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O
152,InChI=1S/C7H15N2O8P/c8-1-4(10)9-7-6(12)5(11)3(17-7)2-16-18(13_14)15/h3_5-7_11-12H_1-2_8H2_(H_9_10)(H2_13_14_15),OBQMLSFOUZUIOB-UHFFFAOYSA-N,C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O,C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O
154,InChI=1S/C8H16N3O8P/c9-5(1-10-3-12)11-8-7(14)6(13)4(19-8)2-18-20(15_16)17/h3-4_6-8_13-14H_1-2H2_(H2_9_11)(H_10_12)(H2_15_16_17),PMCOGCVKOAOZQM-UHFFFAOYSA-N,C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O,C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O
157,InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h3-5_7_9-11H_1H2_(H_12_13),IZSRJDGCGRAUAR-UHFFFAOYSA-N,C(C(=O)C(C(C(C(=O)O)O)O)O)O,C(C(=O)C(C(C(C(=O)O)O)O)O)O
168,InChI=1S/C12H23O14P/c13-1-3-10(7(16)8(17)11(19)24-3)26-12-9(18)6(15)5(14)4(25-12)2-23-27(20_21)22/h3-19H_1-2H2_(H2_20_21_22),ITPHOIFCAFNCLL-UHFFFAOYSA-N,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O
176,InChI=1S/C2H4O2/c1-2(3)4/h1H3_(H_3_4),QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(=O)O,CC(=O)O
177,InChI=1S/C2H4O/c1-2-3/h2H_1H3,IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O,CC=O
178,InChI=1S/C2H5NO/c1-2(3)4/h1H3_(H2_3_4),DLFVBJFMPXGRIB-UHFFFAOYSA-N,CC(=O)N,CC(=O)N
181,InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2_3)9-44-50(41_42)47-49(39_40)43-8-13-17(46-48(36_37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11_13_16-18_22_33-34H_4-9H2_1-3H3_(H_25_32)(H_26_35)(H_39_40)(H_41_42)(H2_24_27_28)(H2_36_37_38),ZSLZBFCDCINBPY-UHFFFAOYSA-N,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
186,InChI=1S/C2H5O5P/c1-2(3)7-8(4_5)6/h1H3_(H2_4_5_6),LIPOUNRJVLNBCD-UHFFFAOYSA-N,CC(=O)OP(=O)(O)O,CC(=O)OP(=O)(O)O
189,InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H_2_6H2_1H3_(H_8_9),VZXPDPZARILFQX-UHFFFAOYSA-N,CC(=O)OCC(C(=O)O)N,CC(=O)OCC(C(=O)O)N
190,InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H_(H3_6_7_8_9_10),GFFGJBXGBJISGV-UHFFFAOYSA-N,C1=NC2=C(N1)C(=NC=N2)N,C1=NC2=C(N1)C(=NC=N2)N
191,InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4_6-7_10_16-18H_1H2_(H2_11_12_13),OIRDTQYFTABQOQ-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O
192,InChI=1S/C15H23N5O14P2/c16-12-7-13(18-3-17-12)20(4-19-7)14-10(23)8(21)5(32-14)1-30-35(26_27)34-36(28_29)31-2-6-9(22)11(24)15(25)33-6/h3-6_8-11_14-15_21-25H_1-2H2_(H_26_27)(H_28_29)(H2_16_17_18),SRNWOUGRCWSEMX-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O
193,InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7_9-10_13_21-22H_1-3_15H2_(H_23_24)(H2_16_17_18),ZJUKTBDSGOFHSH-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CSCCC(C(=O)O)N)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CSCCC(C(=O)O)N)O)O
195,InChI=1S/C14H18N5O11P/c20-7(21)1-5(14(24)25)18-11-8-12(16-3-15-11)19(4-17-8)13-10(23)9(22)6(30-13)2-29-31(26_27)28/h3-6_9-10_13_22-23H_1-2H2_(H_20_21)(H_24_25)(H_15_16_18)(H2_26_27_28),OFBHPPMPBOJXRT-UHFFFAOYSA-N,C1=NC2=C(C(=N1)NC(CC(=O)O)C(=O)O)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,C1=NC2=C(C(=N1)NC(CC(=O)O)C(=O)O)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
197,InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21_22)25-26(18_19)20/h2-4_6-7_10_16-17H_1H2_(H_21_22)(H2_11_12_13)(H2_18_19_20),XTWYTFMLZFPYCI-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
199,InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4_6H2_(H4_7_8_9),QYPPJABKJHAVHS-UHFFFAOYSA-N,C(CCN=C(N)N)CN,C(CCN=C(N)N)CN
200,InChI=1S/C9H15N4O8P/c10-7-4(8(11)16)12-2-13(7)9-6(15)5(14)3(21-9)1-20-22(17_18)19/h2-3_5-6_9_14-15H_1_10H2_(H2_11_16)(H2_17_18_19),NOTGFIUVDGNKRI-UHFFFAOYSA-N,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N
205,InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3_6H_5H2_1H3_(H_7_8),AYFVYJQAPQTCCC-UHFFFAOYSA-N,CC(C(C(=O)O)N)O,CC(C(C(=O)O)N)O
206,InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H_1H2,WQZGKKKJIJFFOK-UHFFFAOYSA-N,C(C1C(C(C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O
207,InChI=1S/C6H11NO3/c7-5(6(9)10)3-1-2-4-8/h4-5H_1-3_7H2_(H_9_10),GFXYTQPNNXGICT-UHFFFAOYSA-N,C(CC=O)CC(C(=O)O)N,C(CC=O)CC(C(=O)O)N
208,InChI=1S/C6H13O9P/c7-3-2(1-14-16(11_12)13)15-6(10)5(9)4(3)8/h2-10H_1H2_(H2_11_12_13),NBSCHQHZLSJFNQ-UHFFFAOYSA-N,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
218,InChI=1S/C7H9N5O2/c8-7-11-5-4(6(14)12-7)10-3(2-13)1-9-5/h13H_1-2H2_(H4_8_9_11_12_14),CQQNNQTXUGLUEV-UHFFFAOYSA-N,C1C(=NC2=C(N1)NC(=NC2=O)N)CO,C1C(=NC2=C(N1)NC(=NC2=O)N)CO
219,InChI=1S/C4H7NO3/c1-2(6)3(5)4(7)8/h3H_5H2_1H3_(H_7_8),SAUCHDKDCUROAO-UHFFFAOYSA-N,CC(=O)C(C(=O)O)N,CC(=O)C(C(=O)O)N
222,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N,N,N
224,InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18_19)20/h2-4_6-7_10_16-17H_1H2_(H2_11_12_13)(H2_18_19_20),UDMBCSSLTHHNCD-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
228,InChI=1S/C10H14N5O10PS/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-26(18_19)25-27(20_21)22/h2-4_6-7_10_16-17H_1H2_(H_18_19)(H2_11_12_13)(H_20_21_22),IRLPACMLTUPBCL-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O
230,InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10_11)12/h1_3-5_7-9H_2H2_(H2_10_11_12),PPQRONHOSHZGFQ-UHFFFAOYSA-N,C(C(C(C(C=O)O)O)O)OP(=O)(O)O,C(C(C(C(C=O)O)O)O)OP(=O)(O)O
232,InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H_1-3_7H2_(H_11_12)(H4_8_9_10),ODKSFYDXXFIFQN-UHFFFAOYSA-N,C(CC(C(=O)O)N)CN=C(N)N,C(CC(C(=O)O)N)CN=C(N)N
236,InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H_1_5H2_(H2_6_7)(H_8_9),DCXYFEDJOCDNAF-UHFFFAOYSA-N,C(C(C(=O)O)N)C(=O)N,C(C(C(=O)O)N)C(=O)N
238,InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21_22)28-31(23_24)27-29(18_19)20/h2-4_6-7_10_16-17H_1H2_(H_21_22)(H_23_24)(H2_11_12_13)(H2_18_19_20),ZKHQWZAMYRWXGA-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
239,InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2_4H2_(H_5_6),UCMIRNVEIXFBKS-UHFFFAOYSA-N,C(CN)C(=O)O,C(CN)C(=O)O
252,InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3_6_15-16H_2H2_1H3_(H4_10_11_13_14_17),FEMXZDUTFRTWPE-UHFFFAOYSA-N,CC(C(C1=NC2=C(NC1)NC(=NC2=O)N)O)O,CC(C(C1=NC2=C(NC1)NC(=NC2=O)N)O)O
257,InChI=1S/C34H66NO12P/c1-3-5-7-9-11-13-15-17-19-21-26(37)23-29(39)35-31-33(32(41)28(25-36)45-34(31)47-48(42_43)44)46-30(40)24-27(38)22-20-18-16-14-12-10-8-6-4-2/h26-28_31-34_36-38_41H_3-25H2_1-2H3_(H_35_39)(H2_42_43_44),HEHQDWUWJVPREQ-UHFFFAOYSA-N,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
273,InChI=1S/C5H14N2/c6-4-2-1-3-5-7/h1-7H2,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,C(CCN)CCN,C(CCN)CCN
277,InChI=1S/CH3NO2/c2-1(3)4/h2H2_(H_3_4),KXDHJXZQYSOELW-UHFFFAOYSA-N,C(=O)(N)O,C(=O)(N)O
278,InChI=1S/CH4NO5P/c2-1(3)7-8(4_5)6/h(H2_2_3)(H2_4_5_6),FFQKYPRQEYGKAF-UHFFFAOYSA-N,C(=O)(N)OP(=O)(O)O,C(=O)(N)OP(=O)(O)O
279,InChI=1S/C5H8N2O5/c6-5(12)7-2(4(10)11)1-3(8)9/h2H_1H2_(H_8_9)(H_10_11)(H3_6_7_12),HLKXYZVTANABHZ-UHFFFAOYSA-N,C(C(C(=O)O)NC(=O)N)C(=O)O,C(C(C(=O)O)NC(=O)N)C(=O)O
