Pubchem ID, InChi, InChiKey, Canonical Smiles, Isomeric Smiles
5154674,InChI=1S/C8H14N2O5/c1-4(7(12)13)10-6(11)3-2-5(9)8(14)15/h4-5H_2-3_9H2_1H3_(H_10_11)(H_12_13)(H_14_15),WQXXXVRAFAKQJM-UHFFFAOYSA-N,CC(C(=O)O)NC(=O)CCC(C(=O)O)N,CC(C(=O)O)NC(=O)CCC(C(=O)O)N
5165641,InChI=1S/C14H21N3O9S/c15-7(14(25)26)1-2-9(18)17-8(13(24)16-5-11(21)22)6-27-12(23)4-3-10(19)20/h7-8H_1-6_15H2_(H_16_24)(H_17_18)(H_19_20)(H_21_22)(H_25_26),CEWPGJBJGGBRQM-UHFFFAOYSA-N,C(CC(=O)NC(CSC(=O)CCC(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N,C(CC(=O)NC(CSC(=O)CCC(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N
5176479,InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h1-6_8-11H,LABWFKZNXLWHGQ-UHFFFAOYSA-N,C(=O)C1C(C(C(C(O1)O)O)O)O,C(=O)C1C(C(C(C(O1)O)O)O)O
5193333,InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(24-26(19_20)21)6(23-7)2-22-25(16_17)18/h3-7H_1-2H2_(H2_11_12_13)(H2_16_17_18)(H2_19_20_21),GOZKRKUVKAXOEP-UHFFFAOYSA-N,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)OP(=O)(O)O,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)OP(=O)(O)O
5230127,InChI=1S/C30H42N7O18P3S/c1-30(2_25(42)28(43)33-9-8-20(39)32-10-11-59-21(40)12-18(38)17-6-4-3-5-7-17)14-52-58(49_50)55-57(47_48)51-13-19-24(54-56(44_45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h3-7_15-16_19_23-25_29_41-42H_8-14H2_1-2H3_(H_32_39)(H_33_43)(H_47_48)(H_49_50)(H2_31_34_35)(H2_44_45_46),NHDPIYICCBKNNJ-UHFFFAOYSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)C4=CC=CC=C4)O,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)C4=CC=CC=C4)O
5231663,InChI=1S/C2H6O3/c1-5-2(3)4/h2-4H_1H3,YENFRIPPRDTIBH-UHFFFAOYSA-N,COC(O)O,COC(O)O
5241365,InChI=1S/C13H18N5O8P/c1-2-7(19)26-27(22_23)24-3-6-9(20)10(21)13(25-6)18-5-17-8-11(14)15-4-16-12(8)18/h4-6_9-10_13_20-21H_2-3H2_1H3_(H_22_23)(H2_14_15_16),ZGNGGJLVZZHLQM-UHFFFAOYSA-N,CCC(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,CCC(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O
5241368,InChI=1S/C12H16N5O8P/c1-5(18)25-26(21_22)23-2-6-8(19)9(20)12(24-6)17-4-16-7-10(13)14-3-15-11(7)17/h3-4_6_8-9_12_19-20H_2H2_1H3_(H_21_22)(H2_13_14_15),UBPVOHPZRZIJHM-UHFFFAOYSA-N,CC(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O,CC(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O
5246010,InChI=1S/C9H18N2O3/c1-4-5(2)7(10)8(12)11-6(3)9(13)14/h5-7H_4_10H2_1-3H3_(H_11_12)(H_13_14),RCFDOSNHHZGBOY-UHFFFAOYSA-N,CCC(C)C(C(=O)NC(C)C(=O)O)N,CCC(C)C(C(=O)NC(C)C(=O)O)N
5250415,InChI=1S/C5H11O7P/c6-4-1-3(12-5(4)7)2-11-13(8_9)10/h3-7H_1-2H2_(H2_8_9_10),OOLHLHJSMUTTHE-UHFFFAOYSA-N,C1C(OC(C1O)O)COP(=O)(O)O,C1C(OC(C1O)O)COP(=O)(O)O
5258993,InChI=1S/C10H18N5O15P3/c11-10-14-7(4(12-2-16)8(19)15-10)13-9-6(18)5(17)3(28-9)1-27-32(23_24)30-33(25_26)29-31(20_21)22/h2-3_5-6_9_17-18H_1H2_(H_12_16)(H_23_24)(H_25_26)(H2_20_21_22)(H4_11_13_14_15_19),NDXMRXXKCCKQQV-UHFFFAOYSA-N,C(C1C(C(C(O1)NC2=C(C(=O)N=C(N2)N)NC=O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O,C(C1C(C(C(O1)NC2=C(C(=O)N=C(N2)N)NC=O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
5259293,InChI=1S/C5H12O10P2/c6-2-4-3(7)1-5(13-4)14-17(11_12)15-16(8_9)10/h3-7H_1-2H2_(H_11_12)(H2_8_9_10),JMZCANZTMZRVOD-UHFFFAOYSA-N,C1C(C(OC1OP(=O)(O)OP(=O)(O)O)CO)O,C1C(C(OC1OP(=O)(O)OP(=O)(O)O)CO)O
5280346,InChI=1S/C19H26O4/c1-12(2)8-7-9-13(3)10-11-15-14(4)16(20)18(22-5)19(23-6)17(15)21/h8_10H_7_9_11H2_1-6H3/b13-10+,SQQWBSBBCSFQGC-JLHYYAGUSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)C,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CCC=C(C)C
5280413,InChI=1S/C30H52O7P2/c1-25(2)13-8-14-26(3)15-9-16-27(4)17-10-18-28(5)19-11-20-29(6)21-12-22-30(7)23-24-36-39(34_35)37-38(31_32)33/h13_15_17_19_21_23H_8-12_14_16_18_20_22_24H2_1-7H3_(H_34_35)(H2_31_32_33)/b26-15+_27-17+_28-19+_29-21+_30-23+,NGFSMHKFTZROKJ-MMSZMYIBSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)C
5280533,InChI=1S/C7H10O4/c1-4(2)5(7(10)11)3-6(8)9/h3-4H_1-2H3_(H_8_9)(H_10_11)/b5-3-,NJMGRJLQRLFQQX-HYXAFXHYSA-N,CC(C)C(=CC(=O)O)C(=O)O,CC(C)/C(=C/C(=O)O)/C(=O)O
5280649,InChI=1S/C7H13NO2/c1-8(2_3)6-4-5-7(9)10/h4-5H_6H2_1-3H3/p+1/b5-4+,GUYHPGUANSLONG-SNAWJCMRSA-O,C[N+](C)(C)CC=CC(=O)O,C[N+](C)(C)C/C=C/C(=O)O
5280651,InChI=1S/C40H68O7P2/c1-33(2)17-10-18-34(3)19-11-20-35(4)21-12-22-36(5)23-13-24-37(6)25-14-26-38(7)27-15-28-39(8)29-16-30-40(9)31-32-46-49(44_45)47-48(41_42)43/h17_19_21_23_25_27_29_31H_10-16_18_20_22_24_26_28_30_32H2_1-9H3_(H_44_45)(H2_41_42_43)/b34-19+_35-21+_36-23+_37-25+_38-27+_39-29+_40-31+,IKKLDISSULFFQO-DJMILUHSSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)C
5280658,InChI=1S/C35H60O7P2/c1-29(2)15-9-16-30(3)17-10-18-31(4)19-11-20-32(5)21-12-22-33(6)23-13-24-34(7)25-14-26-35(8)27-28-41-44(39_40)42-43(36_37)38/h15_17_19_21_23_25_27H_9-14_16_18_20_22_24_26_28H2_1-8H3_(H_39_40)(H2_36_37_38)/b30-17+_31-19+_32-21+_33-23+_34-25+_35-27+,LSJLEXWXRKTZAJ-YUIIPXGZSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)C
5280659,InChI=1S/C25H44O7P2/c1-21(2)11-7-12-22(3)13-8-14-23(4)15-9-16-24(5)17-10-18-25(6)19-20-31-34(29_30)32-33(26_27)28/h11_13_15_17_19H_7-10_12_14_16_18_20H2_1-6H3_(H_29_30)(H2_26_27_28)/b22-13+_23-15+_24-17+_25-19+,JMVSBFJBMXQNJW-GIXZANJISA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)C
5280700,InChI=1S/C55H92O7P2/c1-45(2)23-13-24-46(3)25-14-26-47(4)27-15-28-48(5)29-16-30-49(6)31-17-32-50(7)33-18-34-51(8)35-19-36-52(9)37-20-38-53(10)39-21-40-54(11)41-22-42-55(12)43-44-61-64(59_60)62-63(56_57)58/h23_25_27_29_31_33_35_37_39_41_43H_13-22_24_26_28_30_32_34_36_38_40_42_44H2_1-12H3_(H_59_60)(H2_56_57_58)/b46-25+_47-27+_48-29-_49-31-_50-33-_51-35-_52-37-_53-39-_54-41-_55-43-,NTXGVHCCXVHYCL-NTDVEAECSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
5280831,InChI=1S/C47H70O3/c1-36(2)17-10-18-37(3)19-11-20-38(4)21-12-22-39(5)23-13-24-40(6)25-14-26-41(7)27-15-28-42(8)29-16-30-43(9)31-32-44-35-45(47(49)50)33-34-46(44)48/h17_19_21_23_25_27_29_31_33-35_48H_10-16_18_20_22_24_26_28_30_32H2_1-9H3_(H_49_50)/b37-19+_38-21+_39-23+_40-25+_41-27+_42-29+_43-31+,UTIBHEBNILDQKX-LQOKPSQISA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C=CC(=C1)C(=O)O)O)C)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C=CC(=C1)C(=O)O)O)/C)/C)/C)/C)/C)/C)/C)C
5280837,InChI=1S/C48H72O4/c1-35(2)19-12-20-36(3)21-13-22-37(4)23-14-24-38(5)25-15-26-39(6)27-16-28-40(7)29-17-30-41(8)31-18-32-42(9)33-34-44-43(10)45(49)47(51)48(52-11)46(44)50/h19_21_23_25_27_29_31_33_50H_12-18_20_22_24_26_28_30_32_34H2_1-11H3/b36-21+_37-23+_38-25+_39-27+_40-29+_41-31+_42-33+,DQJWFZUHRQXFGB-WDXILIIOSA-N,CC1=C(C(=C(C(=O)C1=O)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=C(C(=O)C1=O)OC)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
5280844,InChI=1S/C17H22O3/c1-12(2)5-4-6-13(3)7-8-14-11-15(17(19)20)9-10-16(14)18/h5_7_9-11_18H_4_6_8H2_1-3H3_(H_19_20)/b13-7+,HKIMBCGCVPYUTJ-NTUHNPAUSA-N,CC(=CCCC(=CCC1=C(C=CC(=C1)C(=O)O)O)C)C,CC(=CCC/C(=C/CC1=C(C=CC(=C1)C(=O)O)O)/C)C
5281909,InChI=1S/C20H36O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24_25)27-28(21_22)23/h9_11_13_15H_6-8_10_12_14_16H2_1-5H3_(H_24_25)(H2_21_22_23)/b18-11+_19-13+_20-15-,OINNEUNVOZHBOX-KWBDAJKESA-N,CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C
5282147,InChI=1S/C9H8O6/c10-6(4-5-8(12)13)2-1-3-7(11)9(14)15/h1-5_11H_(H_12_13)(H_14_15)/b2-1+_5-4+_7-3-,WCJYZUFKKTYNLB-ARITWGJRSA-N,C(=CC(=O)C=CC(=O)O)C=C(C(=O)O)O,C(=C/C(=O)/C=C/C(=O)O)\C=C(\C(=O)O)/O
5282724,InChI=1S/C10H18O2/c1-2-3-4-5-6-7-8-9-10(11)12/h8-9H_2-7H2_1H3_(H_11_12)/b9-8+,WXBXVVIUZANZAU-CMDGGOBGSA-N,CCCCCCCC=CC(=O)O,CCCCCCC/C=C/C(=O)O
5283544,InChI=1S/C39H58O4/c1-28(2)16-11-17-29(3)18-12-19-30(4)20-13-21-31(5)22-14-23-32(6)24-15-25-33(7)26-27-35-34(8)36(40)38(42-9)39(43-10)37(35)41/h16_18_20_22_24_26H_11-15_17_19_21_23_25_27H2_1-10H3/b29-18+_30-20+_31-22+_32-24+_33-26+,GXNFPEOUKFOTKY-LPHQIWJTSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
5283545,InChI=1S/C29H42O4/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-17-23(5)18-19-25-24(6)26(30)28(32-7)29(33-8)27(25)31/h12_14_16_18H_9-11_13_15_17_19H2_1-8H3/b21-14+_22-16+_23-18+,XGCJRRDNIMSYNC-INVBOZNNSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
5283546,InChI=1S/C49H74O4/c1-36(2)20-13-21-37(3)22-14-23-38(4)24-15-25-39(5)26-16-27-40(6)28-17-29-41(7)30-18-31-42(8)32-19-33-43(9)34-35-45-44(10)46(50)48(52-11)49(53-12)47(45)51/h20_22_24_26_28_30_32_34H_13-19_21_23_25_27_29_31_33_35H2_1-12H3/b37-22+_38-24+_39-26+_40-28+_41-30+_42-32+_43-34+,ICFIZJQGJAJRSU-SGHXUWJISA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
5283548,InChI=1S/C55H91O4P/c1-45(2)23-13-24-46(3)25-14-26-47(4)27-15-28-48(5)29-16-30-49(6)31-17-32-50(7)33-18-34-51(8)35-19-36-52(9)37-20-38-53(10)39-21-40-54(11)41-22-42-55(12)43-44-59-60(56_57)58/h23_25_27_29_31_33_35_37_39_41_43H_13-22_24_26_28_30_32_34_36_38_40_42_44H2_1-12H3_(H2_56_57_58)/b46-25+_47-27+_48-29-_49-31-_50-33-_51-35-_52-37-_53-39-_54-41-_55-43-,UFPHFKCTOZIAFY-NTDVEAECSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)O)C)C)C)C)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
5283549,InChI=1S/C61H101O9P/c1-46(2)23-13-24-47(3)25-14-26-48(4)27-15-28-49(5)29-16-30-50(6)31-17-32-51(7)33-18-34-52(8)35-19-36-53(9)37-20-38-54(10)39-21-40-55(11)41-22-42-56(12)43-44-68-71(66_67)70-61-60(65)59(64)58(63)57(45-62)69-61/h23_25_27_29_31_33_35_37_39_41_43_57-65H_13-22_24_26_28_30_32_34_36_38_40_42_44-45H2_1-12H3_(H_66_67)/b47-25+_48-27+_49-29-_50-31-_51-33-_52-35-_53-37-_54-39-_55-41-_56-43-,IGWCSVFNNDSUBK-VBISOOTPSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O)C)C)C)C)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
5289540,InChI=1S/C44H66O4/c1-32(2)18-12-19-33(3)20-13-21-34(4)22-14-23-35(5)24-15-25-36(6)26-16-27-37(7)28-17-29-38(8)30-31-40-39(9)41(45)43(47-10)44(48-11)42(40)46/h18_20_22_24_26_28_30H_12-17_19_21_23_25_27_29_31H2_1-11H3/b33-20+_34-22+_35-24+_36-26+_37-28+_38-30+,DBESHHFMIFSNRV-RJYQSXAYSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
5317735,InChI=1S/C8H14N2O6/c9-4(7(13)14)1-2-6(12)10-5(3-11)8(15)16/h4-5_11H_1-3_9H2_(H_10_12)(H_13_14)(H_15_16),SQBNIUOYNOKDTI-UHFFFAOYSA-N,C(CC(=O)NC(CO)C(=O)O)C(C(=O)O)N,C(CC(=O)NC(CO)C(=O)O)C(C(=O)O)N
5317736,InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-7(13)4-3-6(11)9(14)15/h5-6_8H_3-4_11H2_1-2H3_(H_12_13)(H_14_15)(H_16_17),AQAKHZVPOOGUCK-UHFFFAOYSA-N,CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N,CC(C)C(C(=O)O)NC(=O)CCC(C(=O)O)N
5326858,InChI=1S/C5H11NO3/c6-4(3-7)1-2-5(8)9/h4_7H_1-3_6H2_(H_8_9),JPYGFLFUDLRNKX-UHFFFAOYSA-N,C(CC(=O)O)C(CO)N,C(CC(=O)O)C(CO)N
5355054,InChI=1S/C5H5N5O/c6-3-2-4(8-1-7-3)10-5(11)9-2/h1H_(H4_6_7_8_9_10_11),RGKBRPAAQSHTED-UHFFFAOYSA-N,C1=NC2=C(C(=N1)N)NC(=O)N2,C1=NC2=C(C(=N1)N)NC(=O)N2
5369209,InChI=1S/C5H6O4/c1-9-5(8)3-2-4(6)7/h2-3H_1H3_(H_6_7)/b3-2+,NKHAVTQWNUWKEO-NSCUHMNNSA-N,COC(=O)C=CC(=O)O,COC(=O)/C=C/C(=O)O
5370328,InChI=1S/C5H6O4/c6-4(7)2-1-3-5(8)9/h1-2H_3H2_(H_6_7)(H_8_9)/b2-1-,XVOUMQNXTGKGMA-UPHRSURJSA-N,C(C=CC(=O)O)C(=O)O,C(/C=C\C(=O)O)C(=O)O
6102464,InChI=1S/C15H28N2O12P2S/c1-10(18)8-12(20)32-7-6-16-11(19)4-5-17-14(22)13(21)15(2_3)9-28-31(26_27)29-30(23_24)25/h13_21H_4-9H2_1-3H3_(H_16_19)(H_17_22)(H_26_27)(H2_23_24_25),HLADRRUMKSIJQZ-UHFFFAOYSA-N,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)O)O,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)O)O
6102669,InChI=1S/C11H24N2O10P2S/c1-11(2_7-22-25(20_21)23-24(17_18)19)9(15)10(16)13-4-3-8(14)12-5-6-26/h9_15_26H_3-7H2_1-2H3_(H_12_14)(H_13_16)(H_20_21)(H2_17_18_19),UQURMDBHCKDEJS-UHFFFAOYSA-N,CC(C)(COP(=O)(O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,CC(C)(COP(=O)(O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
6126102,InChI=1S/C7H8O6/c1-13-6(10)3-4(7(11)12)2-5(8)9/h2H_3H2_1H3_(H_8_9)(H_11_12)/b4-2-,MRNZYUAGJLJQAM-RQOWECAXSA-N,COC(=O)CC(=CC(=O)O)C(=O)O,COC(=O)C/C(=C/C(=O)O)/C(=O)O
6384444,InChI=1S/C7H8O6/c1-13-7(12)4(2-5(8)9)3-6(10)11/h2H_3H2_1H3_(H_8_9)(H_10_11)/b4-2-,BRYKYSQCLNCYQW-RQOWECAXSA-N,COC(=O)C(=CC(=O)O)CC(=O)O,COC(=O)/C(=C\C(=O)O)/CC(=O)O
6439117,InChI=1S/C5H9NO2/c6-4-2-1-3-5(7)8/h1_3H_2_4_6H2_(H_7_8)/b3-1+,ZCMCFTFHSMPGKZ-HNQUOIGGSA-N,C(CN)C=CC(=O)O,C(CN)/C=C/C(=O)O
6440220,InChI=1S/C15H27O4P/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-19-20(16_17)18/h7_9_11H_5-6_8_10_12H2_1-4H3_(H2_16_17_18)/b14-9-_15-11-,ALEWCKXBHSDCCT-FBXUGWQNSA-N,CC(=CCCC(=CCCC(=CCOP(=O)(O)O)C)C)C,CC(=CCC/C(=C\CC/C(=C\COP(=O)(O)O)/C)/C)C
6440937,InChI=1S/C24H34O4/c1-16(2)10-8-11-17(3)12-9-13-18(4)14-15-20-19(5)21(25)23(27-6)24(28-7)22(20)26/h10_12_14H_8-9_11_13_15H2_1-7H3/b17-12+_18-14+,XREILSQAXUAAHP-NXGXIAAHSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
6443759,InChI=1S/C5H4O5/c6-3(5(9)10)1-2-4(7)8/h1-2H_(H_7_8)(H_9_10)/b2-1+,KRSRJVGQNCNEFU-OWOJBTEDSA-N,C(=CC(=O)O)C(=O)C(=O)O,C(=C/C(=O)O)\C(=O)C(=O)O
6443777,InChI=1S/C52H78O3/c1-40(2)19-11-20-41(3)21-12-22-42(4)23-13-24-43(5)25-14-26-44(6)27-15-28-45(7)29-16-30-46(8)31-17-32-47(9)33-18-34-48(10)35-36-49-39-50(52(54)55)37-38-51(49)53/h19_21_23_25_27_29_31_33_35_37-39_53H_11-18_20_22_24_26_28_30_32_34_36H2_1-10H3_(H_54_55)/b41-21+_42-23+_43-25+_44-27+_45-29+_46-31+_47-33+_48-35+,YKKKMRBEPIZPBH-XWEAJCOCSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C=CC(=C1)C(=O)O)O)C)C)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C=CC(=C1)C(=O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)C
8030501,InChI=1S/C9H9NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5_10H_6H2_(H_11_12),QBMQCMKHBNWZAJ-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(=N)C(=O)O,C1=CC=C(C=C1)CC(=N)C(=O)O
9547192,InChI=1S/C55H90O/c1-45(2)23-13-24-46(3)25-14-26-47(4)27-15-28-48(5)29-16-30-49(6)31-17-32-50(7)33-18-34-51(8)35-19-36-52(9)37-20-38-53(10)39-21-40-54(11)41-22-42-55(12)43-44-56/h23_25_27_29_31_33_35_37_39_41_43_56H_13-22_24_26_28_30_32_34_36_38_40_42_44H2_1-12H3/b46-25+_47-27+_48-29-_49-31-_50-33-_51-35-_52-37-_53-39-_54-41-_55-43-,TXKJNHBRVLCYFX-NTDVEAECSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CO)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
9837339,InChI=1S/C9H18N2O4/c1-11(2_3)6-7(12)4-8(13)10-5-9(14)15/h7_12H_4-6H2_1-3H3_(H-_10_13_14_15)/p+1,UWCDKHPFUVKASN-UHFFFAOYSA-O,C[N+](C)(C)CC(CC(=O)NCC(=O)O)O,C[N+](C)(C)CC(CC(=O)NCC(=O)O)O
9838731,InChI=1S/C11H16N4O5/c12-7(3-6-4-13-5-14-6)10(18)15-8(11(19)20)1-2-9(16)17/h4-5_7-8H_1-3_12H2_(H_13_14)(H_15_18)(H_16_17)(H_19_20),VHOLZZKNEBBHTH-UHFFFAOYSA-N,C1=C(NC=N1)CC(C(=O)NC(CCC(=O)O)C(=O)O)N,C1=C(NC=N1)CC(C(=O)NC(CCC(=O)O)C(=O)O)N
9859512,InChI=1S/C8H16N2O4S/c9-5(7(11)12)1-3-15-4-2-6(10)8(13)14/h5-6H_1-4_9-10H2_(H_11_12)(H_13_14),MBEPFGPQVBIIES-UHFFFAOYSA-N,C(CSCCC(C(=O)O)N)C(C(=O)O)N,C(CSCCC(C(=O)O)N)C(C(=O)O)N
9905181,InChI=1S/C5H8O6/c6-2(1-3(7)8)4(9)5(10)11/h2_4_6_9H_1H2_(H_7_8)(H_10_11),VMUSHTGZIIQLRG-UHFFFAOYSA-N,C(C(C(C(=O)O)O)O)C(=O)O,C(C(C(C(=O)O)O)O)C(=O)O
